pH,EC,TDS,Temperature,DissolvedOxygen,Moisture,Label
6.79,194.9,216.1,24.4,5.36,38.4,1
7.54,363.9,238.3,26.5,4.88,29.4,0
6.76,203.3,212.5,24.0,4.53,19.8,0
6.74,274.2,255.0,28.9,5.29,32.0,1
7.59,485.1,73.8,20.5,6.09,29.4,1
7.27,419.3,128.5,28.4,5.31,29.1,1
7.25,408.3,327.0,27.0,5.61,27.9,1
7.38,240.0,3.2,23.3,6.83,9.5,1
5.77,365.2,188.8,22.2,5.4,42.6,0
7.61,271.9,293.8,18.8,4.4,29.5,0
7.49,276.5,192.5,22.6,6.68,15.9,1
6.19,349.2,167.6,28.1,6.32,34.8,0
6.8,228.4,210.4,24.8,6.39,21.4,1
6.97,479.2,171.8,28.5,6.75,35.6,1
6.89,280.8,202.5,23.1,6.55,38.8,1
7.27,374.2,145.3,27.1,6.03,40.2,1
8.15,474.7,288.7,22.8,8.87,28.4,1
7.87,423.8,313.9,22.1,4.46,25.9,0
5.95,130.9,189.3,24.7,5.3,23.7,0
7.5,353.4,89.1,23.0,7.16,22.8,1
8.06,402.1,158.1,20.4,6.17,29.8,1
7.31,407.0,185.3,24.5,6.91,27.9,1
7.87,166.4,240.4,25.3,6.2,21.7,1
8.61,221.2,119.4,28.8,7.65,18.6,0
7.82,419.3,138.5,27.8,4.79,28.9,0
7.2,208.6,240.9,28.7,7.61,25.7,1
7.84,264.0,275.1,27.2,7.41,18.6,1
7.12,489.1,150.3,26.0,4.55,38.3,0
7.02,294.3,93.3,21.3,6.76,47.7,1
6.72,212.8,462.7,25.4,5.95,39.6,1
8.25,194.7,262.7,26.8,5.27,22.8,1
6.35,339.9,178.6,29.4,3.73,29.5,0
8.23,140.0,269.5,27.1,4.79,45.4,0
7.4,270.3,190.0,28.7,6.85,18.3,1
5.88,340.0,269.4,21.9,6.98,37.8,0
7.29,455.9,212.8,24.0,5.75,15.5,1
5.32,380.1,207.3,26.3,6.98,46.8,0
7.5,214.3,190.9,28.5,7.13,25.7,1
7.71,441.4,84.2,24.6,6.19,52.3,1
6.53,264.1,355.0,24.8,5.13,47.3,1
7.1,151.7,124.7,27.1,6.53,28.9,1
8.56,279.4,91.2,21.6,6.58,22.8,0
6.6,472.6,183.0,29.8,6.81,31.9,1
6.15,319.8,123.1,22.4,7.04,28.2,0
8.19,301.5,195.9,19.2,4.37,26.0,0
8.57,496.5,255.0,25.0,5.39,13.4,0
7.0,128.2,279.6,30.1,3.72,24.9,0
7.81,145.7,265.2,26.8,6.9,18.9,1
8.07,106.1,175.5,27.3,5.75,35.5,1
6.41,344.7,204.0,25.1,6.52,39.9,0
6.61,320.0,232.6,24.5,4.23,37.4,0
7.98,485.1,59.4,20.4,7.68,33.4,1
8.35,329.2,245.6,18.2,4.57,21.5,0
7.45,251.5,83.4,25.6,6.93,32.1,1
6.3,300.2,363.2,28.9,6.14,37.9,0
8.59,314.1,167.6,26.0,5.77,24.1,0
6.58,99.4,185.2,26.9,5.68,31.2,1
6.73,625.2,138.4,29.8,5.23,28.5,1
7.27,362.4,149.6,26.0,7.55,46.6,1
8.24,325.2,381.9,24.6,6.02,38.5,1
7.68,373.8,275.2,22.5,4.48,36.1,0
7.33,385.1,76.1,31.1,5.54,12.8,1
7.37,283.1,320.3,26.6,6.15,31.7,1
7.03,224.3,295.5,22.2,7.08,28.4,1
7.45,371.9,177.5,21.5,5.27,28.4,1
4.98,346.3,224.5,28.8,5.35,14.4,0
6.76,202.8,198.8,21.9,6.03,19.1,1
7.19,470.3,357.8,30.6,7.05,29.3,1
6.08,335.2,136.3,16.7,4.36,41.1,0
7.31,387.6,211.7,29.3,6.61,24.1,1
6.84,467.0,165.7,26.5,5.44,26.0,1
8.4,302.6,85.4,25.4,5.61,47.8,1
8.26,338.0,375.3,24.5,8.4,27.0,1
6.63,397.2,105.5,30.7,5.76,28.7,1
6.88,213.0,217.6,27.1,6.91,28.8,1
6.94,306.5,60.7,22.3,6.86,16.5,1
6.64,315.1,168.1,19.8,4.58,35.7,0
7.16,185.3,233.8,25.5,3.79,23.5,0
6.39,578.1,134.0,25.0,6.99,29.7,0
6.1,131.1,246.9,20.4,4.7,34.4,0
7.5,144.2,178.5,24.8,4.0,49.4,0
7.5,457.7,292.8,23.3,7.23,16.8,1
6.36,385.6,308.9,25.0,4.78,38.6,0
7.72,176.9,153.1,27.2,5.07,38.7,1
6.49,372.9,206.1,29.5,8.37,23.6,0
7.2,476.1,214.7,27.7,4.01,36.0,0
7.66,296.4,249.5,22.8,4.49,46.4,0
6.97,611.9,201.2,26.1,5.45,22.4,1
7.36,93.1,215.2,25.2,5.71,32.4,1
6.59,383.3,180.5,21.0,4.93,34.0,0
6.84,440.0,209.2,26.2,4.61,35.3,0
6.84,407.0,303.8,30.6,7.81,37.7,1
6.4,275.5,251.7,25.1,6.32,31.7,0
6.86,265.1,256.1,20.2,6.7,35.1,1
5.76,353.3,257.8,25.1,5.84,20.9,0
6.61,397.9,187.7,21.4,6.35,31.6,1
6.77,372.3,225.5,27.6,7.12,25.2,1
6.8,424.8,113.2,26.6,4.8,17.7,0
6.81,177.7,301.5,24.5,6.32,24.9,1
6.95,272.7,-22.6,24.0,6.84,32.7,1
7.38,187.2,193.0,24.4,7.85,34.4,1
7.7,253.7,291.3,25.0,8.34,17.3,1
6.48,421.8,90.9,22.7,6.08,20.6,0
6.04,313.0,232.0,20.8,7.37,37.2,0
6.17,612.8,145.5,28.4,2.8,35.1,0
6.61,323.2,170.5,23.8,7.86,38.9,1
6.72,307.2,275.7,25.5,5.13,43.7,1
6.38,312.7,215.8,25.9,5.71,35.4,0
5.96,223.5,37.3,26.0,6.53,25.9,0
6.64,293.1,121.9,21.5,5.82,31.1,1
7.15,435.3,278.0,20.0,6.24,46.6,1
7.48,313.7,235.9,23.2,7.91,57.6,1
6.55,204.8,339.9,26.2,5.54,34.6,1
6.67,189.0,334.6,22.8,4.7,35.4,0
6.26,246.0,172.6,23.9,8.18,37.3,0
6.97,308.9,400.3,31.4,6.63,30.2,1
6.32,443.2,202.0,19.5,8.31,41.6,0
7.46,139.1,123.0,22.7,7.04,40.1,1
5.57,261.6,149.3,30.7,4.41,33.5,0
6.71,317.3,19.5,24.9,6.77,26.8,1
7.24,80.0,328.6,22.9,4.82,14.8,0
7.15,200.0,327.6,28.5,6.01,37.3,1
9.15,218.4,118.8,25.2,5.91,32.1,0
7.28,204.5,181.8,24.0,4.06,22.6,0
6.2,323.0,207.6,25.6,5.02,18.7,0
6.92,280.7,123.2,23.0,8.65,36.6,1
5.58,233.4,59.6,21.9,6.29,14.0,0
6.94,351.4,183.2,24.7,5.79,33.0,1
6.33,506.8,174.3,22.0,8.18,38.4,0
7.73,496.7,168.9,25.0,5.52,35.5,1
6.56,69.3,217.8,26.1,5.89,26.1,1
6.91,369.2,314.4,27.6,7.19,17.5,1
6.49,278.6,175.8,28.4,5.52,35.9,0
8.39,318.6,213.6,23.8,5.1,42.0,1
6.74,252.2,258.1,26.5,3.3,24.3,0
8.47,314.1,244.3,26.5,4.88,35.1,0
7.65,318.2,150.8,26.0,4.86,45.8,0
7.39,230.5,207.7,23.6,6.19,33.4,1
7.29,192.4,243.8,21.9,5.27,26.0,1
7.32,246.2,109.7,26.5,8.59,40.4,1
5.46,328.1,301.1,19.9,4.73,22.6,0
6.78,371.9,314.5,24.2,7.68,17.0,1
7.68,402.4,142.2,17.3,6.26,38.1,1
6.96,240.7,215.5,21.0,6.97,25.9,1
5.88,334.1,251.4,22.4,6.9,26.8,0
6.96,415.5,156.4,28.3,3.34,23.7,0
8.36,439.9,238.5,27.1,5.99,25.3,1
8.0,292.9,213.1,23.3,5.69,44.0,1
6.95,273.5,82.6,27.2,4.64,46.6,0
7.76,322.9,236.7,27.7,6.55,47.9,1
6.71,162.0,112.0,24.5,8.06,40.9,1
5.64,276.8,275.1,20.8,2.79,34.7,0
6.26,389.4,146.3,24.4,5.36,15.7,0
8.25,377.0,187.1,24.7,4.51,28.1,0
6.78,267.6,309.8,21.3,6.09,51.6,1
6.81,326.1,239.7,26.1,5.61,25.6,1
6.76,201.0,113.6,25.8,5.27,45.1,1
8.52,384.4,118.8,26.3,6.83,30.6,0
8.3,290.7,152.1,25.8,7.96,3.2,1
8.78,266.9,231.6,27.2,9.19,36.4,0
6.87,256.6,228.7,24.5,5.11,42.7,1
7.24,292.5,132.6,25.6,3.81,29.5,0
5.79,246.3,106.6,23.8,6.67,42.3,0
8.18,379.0,222.5,23.2,7.93,13.3,1
6.07,252.6,185.5,29.0,6.98,16.1,0
7.17,491.2,372.6,18.9,7.93,32.0,1
6.12,475.8,202.9,27.6,5.73,34.8,0
6.53,193.0,345.1,23.1,5.27,43.6,1
6.33,308.4,106.4,22.7,6.14,36.4,0
6.51,221.9,74.1,25.8,5.6,18.1,1
6.57,260.8,110.4,20.5,6.8,32.1,1
6.56,540.3,295.1,22.6,7.16,36.0,1
7.67,263.1,340.5,22.5,7.26,11.3,1
6.12,343.2,137.4,24.3,6.61,29.6,0
7.18,365.0,163.2,22.6,6.29,26.6,1
7.97,179.9,106.5,29.8,6.95,23.5,1
6.59,197.4,55.1,30.4,3.64,35.0,0
6.43,155.3,257.5,18.9,6.25,18.5,0
6.82,193.7,217.8,26.6,6.06,34.2,1
7.94,-42.0,200.8,27.6,6.26,35.6,1
7.16,365.3,88.0,26.6,5.89,40.8,1
6.58,546.5,331.2,23.0,6.52,18.8,1
7.39,317.7,159.7,24.3,5.31,14.9,1
6.12,130.0,242.7,22.8,7.36,32.8,0
7.55,222.9,83.6,23.7,6.57,27.1,1
7.33,244.9,184.8,21.4,6.18,59.0,1
6.75,177.9,223.3,24.7,5.16,34.6,1
6.33,403.2,226.2,20.5,6.98,30.6,0
6.29,397.2,212.4,24.4,6.25,28.3,0
7.43,161.3,239.6,21.3,5.09,17.8,1
7.98,387.0,109.6,25.6,5.93,35.6,1
6.49,483.2,215.8,23.0,6.75,29.2,0
7.37,528.3,209.1,25.9,6.66,29.2,1
5.33,643.8,218.5,28.2,6.58,30.9,0
6.53,191.8,205.8,29.8,6.11,32.2,1
6.98,638.9,98.1,17.4,7.23,12.6,1
6.27,257.5,94.6,22.5,7.49,38.4,0
6.25,228.9,22.9,24.1,6.88,21.5,0
6.47,339.2,265.4,26.4,5.3,28.6,0
7.23,230.2,266.2,20.0,4.73,42.9,0
6.85,347.9,267.5,22.1,5.35,47.8,1
5.21,141.6,224.5,25.4,8.34,13.0,0
5.3,271.3,29.4,25.3,6.34,30.3,0
6.51,454.3,117.9,26.1,8.55,32.7,1
7.37,293.2,213.6,26.3,5.86,14.9,1
4.8,317.0,210.8,26.0,5.69,38.0,0
6.6,357.0,182.2,25.6,5.91,31.2,1
6.58,440.5,229.5,25.2,5.89,31.9,1
8.11,101.4,200.9,27.0,5.07,20.8,1
6.69,370.1,209.7,18.3,4.62,34.1,0
7.31,267.8,148.9,29.6,6.6,38.4,1
7.11,320.0,278.6,18.4,7.27,31.3,1
5.3,427.2,165.5,21.8,8.93,24.9,0
7.61,156.7,93.5,24.3,5.48,25.6,1
7.17,178.5,138.3,27.0,5.58,32.2,1
7.41,67.7,172.1,16.0,5.07,30.5,1
10.14,234.1,279.5,24.9,7.35,39.0,0
5.33,459.7,196.6,27.4,6.98,25.2,0
8.38,285.5,185.1,28.0,4.95,17.8,0
6.77,139.2,100.1,22.9,4.92,33.6,0
7.23,241.7,262.8,24.1,7.14,25.2,1
6.96,121.5,147.8,23.2,6.46,37.8,1
6.66,165.0,192.0,23.8,6.91,30.1,1
6.54,346.7,318.4,21.9,4.94,36.5,0
7.26,159.1,240.7,22.3,3.75,19.9,0
5.79,433.5,69.7,26.3,4.95,31.4,0
7.6,291.5,58.4,25.4,6.83,23.0,1
6.67,310.3,194.9,26.5,8.53,17.8,1
6.1,266.6,103.0,25.6,5.48,21.4,0
6.64,392.7,251.9,27.1,8.73,24.6,1
8.01,394.0,203.4,27.6,7.0,42.4,1
6.57,340.2,213.2,19.8,4.33,24.3,0
7.29,367.8,143.5,22.4,6.26,17.3,1
6.42,274.5,339.3,24.3,7.04,31.3,0
7.61,365.1,427.4,24.9,3.09,30.3,0
7.55,259.5,177.7,23.0,6.77,25.1,1
8.48,300.3,228.2,27.7,7.41,28.4,1
6.86,267.0,207.8,30.9,6.48,39.8,1
7.53,245.1,179.2,25.6,5.93,36.7,1
7.08,217.3,133.4,25.3,5.79,35.8,1
8.04,356.1,113.2,27.5,5.72,18.2,1
6.42,457.3,109.2,19.4,4.59,58.9,0
7.6,440.5,232.4,25.1,5.17,40.5,1
6.84,149.2,158.4,27.9,5.5,35.2,1
6.95,454.7,-6.3,23.1,6.14,18.4,1
7.07,261.8,235.6,21.3,5.33,39.5,1
7.2,372.1,196.9,24.4,4.96,25.0,0
6.91,191.3,307.7,24.8,6.91,28.1,1
7.17,317.0,229.8,22.3,6.44,13.2,1
8.26,337.6,81.7,31.3,5.35,17.6,1
7.79,121.8,21.6,23.6,6.61,34.4,1
7.7,373.0,142.4,21.5,5.46,40.1,1
6.64,461.5,150.0,24.7,6.08,36.8,1
6.29,279.0,275.5,27.7,7.17,36.5,0
7.76,463.2,199.3,25.1,5.28,29.4,1
7.7,277.2,290.7,26.5,4.59,25.9,0
8.18,402.0,94.0,22.4,5.83,32.9,1
6.52,33.8,277.2,29.5,4.36,38.2,0
6.82,590.3,257.7,26.7,5.67,30.0,1
5.69,479.5,38.5,28.1,5.66,42.1,0
6.69,265.8,305.8,26.1,3.04,27.8,0
7.8,63.3,207.5,27.5,6.64,20.2,1
6.63,334.6,231.4,22.4,5.78,29.9,1
7.51,126.7,130.8,23.5,7.42,31.1,1
6.85,353.4,302.0,29.0,6.26,29.2,1
7.26,349.4,105.1,29.7,6.88,42.8,1
6.08,187.0,266.6,21.6,7.43,38.1,0
7.07,434.5,265.6,25.7,5.84,15.7,1
4.61,396.7,122.1,23.7,6.0,45.3,0
6.85,417.1,358.7,22.9,4.11,2.6,0
5.7,301.1,218.5,25.9,7.49,51.5,0
7.96,130.1,252.3,28.4,5.83,27.1,1
7.62,417.3,77.8,26.4,4.79,28.1,0
7.37,267.6,369.4,24.0,6.89,29.4,1
8.22,133.2,102.0,26.5,3.38,33.9,0
6.24,462.2,282.0,23.9,5.48,30.0,0
8.4,551.9,120.4,26.2,7.09,28.7,1
7.75,295.1,150.5,29.2,5.47,43.1,1
6.81,559.1,263.1,18.8,5.14,35.7,1
7.91,311.0,282.2,27.4,5.5,20.4,1
6.11,254.3,98.3,20.4,3.59,37.4,0
6.34,224.3,287.2,28.7,6.86,35.2,0
6.51,496.4,283.6,23.1,5.85,24.5,1
6.58,206.4,125.0,21.3,5.67,37.9,1
6.15,388.2,327.9,27.1,5.68,28.4,0
7.98,232.9,83.5,26.1,6.02,27.8,1
6.79,244.8,150.0,22.0,6.78,27.5,1
7.28,423.6,238.3,21.2,5.94,5.7,1
6.54,254.4,131.7,24.4,4.37,24.7,0
5.54,251.4,221.1,21.4,6.69,37.1,0
7.22,435.9,219.3,21.8,6.6,29.8,1
5.47,491.7,185.0,25.3,6.25,17.1,0
6.95,377.4,266.6,22.1,7.29,39.6,1
5.91,221.4,181.7,26.3,6.04,27.0,0
8.59,238.7,218.5,29.5,7.33,17.8,0
7.73,309.6,291.7,24.6,7.69,52.1,1
7.08,338.5,263.3,25.4,6.7,19.5,1
8.01,181.5,262.9,31.1,5.1,38.8,1
6.32,386.8,108.1,21.4,5.84,22.3,0
7.43,310.3,242.0,28.6,7.49,31.4,1
7.16,94.1,129.7,28.2,4.2,21.0,0
7.21,188.5,97.5,27.6,5.53,17.6,1
8.02,239.5,194.3,28.9,5.59,35.2,1
7.59,291.3,127.7,25.8,4.96,34.1,0
7.23,526.7,263.2,23.3,7.05,41.4,1
5.68,328.6,265.2,28.3,6.45,29.7,0
6.23,199.1,47.8,28.4,5.15,52.2,0
6.9,326.5,133.7,28.3,6.73,32.7,1
7.07,257.7,83.2,25.1,5.81,35.7,1
6.1,339.0,163.0,22.9,4.93,16.4,0
8.93,369.7,236.4,25.6,5.14,23.9,0
8.21,445.1,180.6,27.8,6.52,35.2,1
7.48,297.1,152.8,28.1,7.13,29.2,1
7.06,496.7,304.0,23.7,5.42,31.9,1
6.83,409.0,15.6,25.9,6.65,21.8,1
6.24,215.1,298.9,21.1,7.9,31.2,0
7.06,565.2,156.5,28.0,4.49,31.2,0
7.21,339.2,193.8,22.7,6.43,18.2,1
6.01,199.8,157.8,27.4,7.0,36.4,0
7.27,498.3,323.4,21.6,5.89,13.0,1
6.88,549.3,101.5,28.1,7.49,31.8,1
5.47,296.0,200.9,26.0,8.64,47.7,0
6.31,239.6,242.2,22.7,6.41,36.8,0
6.67,279.3,71.1,27.1,5.72,36.7,1
8.51,385.8,126.4,23.2,7.17,21.0,0
7.45,453.3,188.1,27.2,7.01,47.7,1
5.93,368.5,129.1,24.2,2.98,43.8,0
7.39,312.2,134.8,19.8,6.0,21.6,1
5.76,479.8,172.0,22.1,5.53,25.3,0
7.87,262.5,252.0,23.7,6.48,42.5,1
6.62,423.7,172.6,29.1,5.77,48.0,1
6.93,265.4,286.3,27.7,5.9,17.4,1
8.06,351.7,120.2,29.9,4.96,20.0,0
5.97,286.4,99.8,30.0,6.88,28.6,0
5.88,293.3,354.1,23.4,7.99,8.3,0
6.53,254.7,147.4,24.4,4.98,30.2,0
7.83,461.4,95.1,23.8,4.32,41.9,0
5.78,212.0,60.6,23.0,6.02,15.6,0
4.73,211.2,286.0,19.5,5.97,31.3,0
6.64,554.5,172.7,25.0,7.41,24.2,1
7.44,417.3,179.7,21.1,4.52,46.4,0
7.96,13.8,187.3,24.9,5.35,24.3,1
6.63,232.2,281.0,31.3,3.42,45.2,0
6.67,82.6,185.6,23.5,7.65,24.0,1
7.92,185.9,387.5,25.6,6.3,37.7,1
5.5,-76.6,210.7,27.7,5.44,32.5,0
6.69,283.6,284.9,25.8,4.41,28.6,0
7.15,163.0,264.4,25.9,4.52,22.1,0
7.36,307.2,197.1,23.9,6.5,33.2,1
6.59,105.0,153.0,24.3,4.67,25.6,0
7.03,309.9,226.6,22.1,6.12,23.1,1
5.01,250.2,240.8,27.5,8.45,44.7,0
6.47,480.2,154.2,19.8,5.58,35.5,0
7.36,469.4,213.3,27.9,4.85,36.4,0
6.21,394.2,298.9,20.8,6.46,26.1,0
7.05,260.8,365.6,27.9,4.53,28.1,0
7.36,538.2,268.3,23.9,8.06,27.5,1
6.73,113.6,349.0,21.3,7.68,33.4,1
7.14,131.6,149.7,26.7,5.8,36.4,1
6.23,289.9,256.2,27.8,4.92,29.7,0
6.83,570.5,307.1,23.7,5.49,22.1,1
7.49,275.7,128.3,27.2,5.65,37.6,1
7.13,278.0,161.2,18.1,6.46,30.3,1
6.53,127.0,339.0,21.0,7.25,15.6,1
7.18,413.5,122.0,28.9,4.76,8.6,0
7.57,414.4,92.7,24.3,7.21,33.0,1
5.36,394.7,322.2,19.4,6.74,21.7,0
7.93,224.5,295.7,22.9,5.39,34.3,1
6.73,215.2,234.6,22.2,4.7,22.2,0
7.34,144.8,196.3,24.5,6.14,31.3,1
7.96,310.1,164.9,23.9,4.73,26.2,0
5.9,170.4,222.6,25.5,7.23,47.5,0
6.43,158.7,326.4,24.8,4.65,39.5,0
6.77,249.2,219.1,29.1,6.66,43.5,1
6.37,241.3,373.4,26.3,5.9,30.2,0
8.39,235.4,128.2,26.4,5.33,38.2,1
6.31,356.0,198.4,28.5,5.88,30.9,0
6.56,309.5,170.2,23.8,7.3,44.7,1
7.16,265.4,113.2,21.2,4.57,29.3,0
6.04,322.0,187.8,28.6,5.51,16.0,0
6.68,181.0,233.4,25.4,5.1,10.0,1
7.25,312.6,241.9,25.4,5.95,46.7,1
6.73,318.1,373.6,23.1,5.18,34.8,1
6.93,119.6,237.2,23.1,3.88,35.4,0
6.58,419.5,292.0,27.5,4.73,44.9,0
5.79,194.2,205.3,28.0,7.97,13.5,0
7.26,310.8,334.2,27.4,6.3,26.4,1
8.4,439.7,391.9,27.4,6.25,27.6,1
7.01,411.1,242.5,26.7,5.66,37.4,1
7.18,304.1,120.6,25.4,5.94,23.1,1
7.55,256.5,156.1,24.5,5.48,18.0,1
5.98,413.7,222.6,28.6,6.63,17.9,0
8.36,381.0,236.5,23.9,6.12,41.5,1
7.16,225.8,255.9,26.1,4.59,22.6,0
8.31,204.6,236.8,22.6,6.3,24.5,1
6.41,51.3,200.6,23.0,3.05,36.3,0
8.45,318.5,149.1,24.3,6.5,23.0,1
7.62,290.1,232.1,22.6,4.31,13.0,0
7.44,436.3,348.4,27.4,5.88,14.2,1
7.19,343.1,281.6,21.0,4.57,29.4,0
6.8,460.1,242.8,25.3,6.0,35.0,1
7.96,216.3,282.4,25.4,6.69,28.0,1
7.11,436.6,170.3,19.6,7.8,34.3,1
5.43,236.5,159.3,23.7,4.15,13.9,0
6.11,393.3,140.2,25.8,7.17,14.5,0
6.85,124.9,190.0,26.3,6.16,52.5,1
7.25,328.2,166.2,24.4,5.46,42.3,1
6.95,61.8,296.7,27.0,6.91,37.7,1
7.98,267.9,162.0,24.7,5.72,23.4,1
5.44,352.8,135.8,25.0,6.86,27.6,0
7.11,237.5,355.4,25.8,4.81,30.0,0
5.55,173.9,163.9,27.8,5.24,43.1,0
7.61,401.5,212.3,23.0,7.13,34.0,1
6.92,287.6,236.1,23.5,7.78,35.3,1
7.34,241.3,109.1,23.0,5.96,28.3,1
6.31,305.0,298.8,24.0,2.66,37.9,0
8.02,616.4,251.0,29.3,5.76,33.0,1
7.83,438.4,324.7,26.7,6.04,30.4,1
7.47,439.5,145.7,21.6,5.72,22.6,1
6.9,352.3,207.9,23.2,6.4,28.9,1
7.46,320.0,203.1,26.1,5.43,19.2,1
6.43,12.5,221.1,22.3,7.01,29.6,0
7.68,218.5,83.6,22.8,4.6,30.9,0
8.32,242.3,208.9,29.0,7.48,6.0,1
7.86,75.0,85.9,23.2,7.86,27.7,1
6.42,161.1,228.7,27.9,4.9,18.2,0
7.29,62.3,29.7,28.8,4.9,35.0,0
5.97,295.4,51.9,22.8,6.49,36.4,0
7.46,398.3,265.5,22.3,4.58,25.7,0
7.36,432.8,156.3,24.2,5.41,35.5,1
5.5,349.8,121.0,21.7,7.32,35.9,0
6.07,184.4,301.7,25.4,6.89,27.7,0
6.77,68.2,226.2,24.4,8.38,45.3,1
6.76,89.2,269.8,26.1,6.2,22.7,1
6.03,147.7,186.7,29.2,5.27,44.7,0
7.31,193.3,414.4,27.5,6.06,27.7,1
7.2,280.8,151.6,26.5,5.82,21.6,1
6.84,178.3,339.6,19.1,5.84,26.5,1
6.4,340.7,195.1,26.3,5.97,19.0,0
7.84,272.1,67.6,30.2,4.88,37.8,0
8.32,301.3,238.6,16.0,6.34,14.0,1
6.61,436.8,225.2,27.1,4.31,43.9,0
6.51,158.4,115.9,24.5,5.14,20.6,1
7.39,350.2,126.2,22.5,5.86,38.4,1
6.71,298.3,198.0,27.4,3.29,30.2,0
6.89,260.0,228.0,30.1,6.92,32.7,1
7.59,406.2,2.3,27.3,3.54,24.1,0
5.47,405.5,284.2,23.9,6.8,33.5,0
8.05,186.4,160.4,22.2,4.45,31.3,0
7.06,278.1,93.5,25.4,5.51,15.4,1
6.67,333.7,275.3,27.6,6.62,20.4,1
6.93,267.2,198.1,23.8,8.64,24.6,1
6.97,370.2,297.3,24.1,6.14,22.5,1
5.62,333.7,235.0,33.5,3.62,42.5,0
8.2,519.9,199.9,28.2,7.14,30.1,1
7.03,116.4,187.8,28.5,5.72,22.2,1
7.35,285.3,238.6,20.6,6.08,25.1,1
7.76,191.0,166.9,22.9,6.67,25.0,1
6.18,372.5,131.8,25.2,3.33,27.1,0
7.38,105.9,248.8,22.0,6.01,19.2,1
6.79,341.6,188.4,29.8,5.51,21.9,1
7.68,224.4,202.7,29.2,7.47,37.7,1
5.3,211.9,287.2,23.4,6.87,31.9,0
6.92,126.4,190.9,30.4,4.05,28.5,0
6.52,244.2,201.2,25.0,7.52,30.0,1
7.35,430.1,152.0,32.8,6.54,29.5,1
7.38,297.0,234.5,25.4,4.14,27.9,0
6.43,375.3,228.0,26.7,6.07,35.2,0
6.43,499.8,272.1,29.2,7.24,34.4,0
6.91,331.7,153.7,28.8,4.54,14.3,0
6.28,232.9,163.4,26.5,7.65,28.7,0
7.67,356.1,263.4,24.6,4.18,14.9,0
6.7,234.7,220.2,26.5,5.05,36.4,1
4.67,239.5,127.5,22.6,4.87,37.7,0
6.7,117.6,304.5,25.5,7.65,23.9,1
6.17,411.2,64.1,21.7,5.41,28.8,0
5.69,253.7,262.7,19.7,4.6,8.9,0
6.01,321.9,98.8,25.2,6.53,39.7,0
7.09,175.7,350.9,28.8,6.79,37.1,1
8.06,352.3,76.4,27.8,6.8,41.5,1
7.25,208.6,292.2,24.8,5.67,44.9,1
6.51,283.0,193.5,30.2,6.31,17.8,1
7.36,405.3,170.7,23.3,5.22,38.9,1
6.63,394.9,214.8,19.2,8.01,44.8,1
6.44,297.4,250.6,18.5,7.37,15.1,0
6.08,87.8,127.6,21.5,7.3,28.3,0
5.6,659.1,134.7,27.4,6.95,26.4,0
6.69,509.5,252.0,23.1,6.62,38.6,1
7.13,386.7,63.4,26.4,4.51,6.1,0
6.92,209.6,153.3,29.9,6.76,48.2,1
6.67,286.4,443.3,21.7,6.14,28.9,1
6.24,234.8,122.6,26.4,7.52,39.2,0
7.49,451.7,291.8,26.6,6.97,29.4,1
5.95,331.5,153.1,22.4,6.66,34.9,0
7.62,205.9,240.7,29.1,3.98,6.8,0
6.2,243.5,252.3,24.1,5.89,26.2,0
6.4,434.5,290.3,23.8,5.33,38.5,0
5.83,492.0,184.0,31.3,6.3,32.9,0
6.6,483.4,359.1,26.6,5.5,13.6,1
7.78,390.8,152.9,27.8,5.67,30.6,1
7.41,269.7,218.7,29.1,6.55,21.8,1
7.78,-89.0,219.6,23.0,5.48,20.9,1
7.42,335.7,110.2,28.7,6.15,14.8,1
6.12,299.8,177.1,23.5,4.18,36.2,0
6.74,316.8,212.9,23.4,5.0,41.1,0
6.38,306.5,165.4,24.2,6.79,51.2,0
8.06,140.8,395.3,23.1,4.52,15.3,0
6.04,366.9,132.9,27.5,7.49,37.7,0
7.71,375.9,294.4,25.8,7.17,38.3,1
7.71,381.9,268.5,23.5,5.68,24.2,1
8.46,413.6,198.9,27.0,9.6,20.8,1
6.67,372.5,130.8,24.2,7.49,19.1,1
7.57,250.8,138.5,24.0,4.86,24.7,0
8.83,291.5,158.6,25.1,6.9,32.0,0
6.51,310.9,57.1,26.4,6.08,43.6,1
5.77,312.9,119.7,26.2,5.07,41.1,0
5.5,419.8,81.4,23.9,4.72,13.8,0
7.57,377.2,307.7,27.5,7.19,22.1,1
5.49,549.3,249.5,24.3,5.28,43.0,0
6.7,564.8,262.9,23.0,5.88,22.7,1
7.35,309.6,247.1,20.6,4.89,29.4,0
7.15,-160.4,213.4,27.9,5.1,12.9,1
7.34,448.4,316.9,25.0,5.85,41.5,1
7.18,235.2,151.1,25.6,6.47,10.9,1
8.02,203.8,208.5,28.1,2.89,13.6,0
6.24,252.2,259.8,23.6,6.02,40.5,0
6.46,246.4,94.3,20.9,5.1,49.2,0
6.38,373.5,447.7,25.2,7.68,27.1,0
7.66,112.9,202.3,25.9,9.53,29.5,1
7.72,170.7,211.4,24.2,5.57,39.1,1
7.36,341.2,300.6,29.4,3.93,32.9,0
7.95,374.8,273.2,17.5,6.14,26.3,1
6.06,377.0,203.0,28.4,5.75,25.1,0
8.33,205.6,210.4,27.4,8.37,14.3,1
8.22,182.6,79.7,26.4,8.0,32.3,1
7.59,239.2,155.5,15.0,7.04,29.1,1
